Timestep  Iteration  resNorm(0)  
1  1  0.0000000000000000  
1  2  0.0000000000000000  
1  3  0.0000000000000000  
2  1  0.0000000000000000  
2  2  0.0000000000000000  
2  3  0.0000000000000000  
3  1  0.0000000000000000  
3  2  0.0000000000000000  
3  3  0.0000000000000000  
4  1  0.0000000000000000  
4  2  0.0000000000000000  
4  3  0.0000000000000000  
5  1  0.0000000000000000  
5  2  0.0000000000000000  
5  3  0.0000000000000000  
6  1  0.0000000000000000  
6  2  0.0000000000000000  
6  3  0.0000000000000000  
7  1  0.0000000000000000  
7  2  0.0000000000000000  
7  3  0.0000000000000000  
8  1  0.0000000000000000  
8  2  0.0000000000000000  
8  3  0.0000000000000000  
9  1  0.0000000000000000  
9  2  0.0000000000000000  
9  3  0.0000000000000000  
10  1  0.0000000000000000  
10  2  0.0000000000000000  
10  3  0.0000000000000000  
11  1  0.0000000000000000  
11  2  0.0000000000000000  
11  3  0.0000000000000000  
12  1  0.0000000000000000  
12  2  0.0000000000000000  
12  3  0.0000000000000000  
13  1  0.0000000000000000  
13  2  0.0000000000000000  
13  3  0.0000000000000000  
14  1  0.0000000000000000  
14  2  0.0000000000000000  
14  3  0.0000000000000000  
15  1  0.0000000000000000  
15  2  0.0000000000000000  
15  3  0.0000000000000000  
16  1  0.0000000000000000  
16  2  0.0000000000000000  
16  3  0.0000000000000000  
17  1  0.0000000000000000  
17  2  0.0000000000000000  
17  3  0.0000000000000000  
18  1  0.0000000000000000  
18  2  0.0000000000000000  
18  3  0.0000000000000000  
19  1  0.0000000000000000  
19  2  0.0000000000000000  
19  3  0.0000000000000000  
20  1  0.0000000000000000  
20  2  0.0000000000000000  
20  3  0.0000000000000000  
21  1  0.0000000000000000  
21  2  0.0000000000000000  
21  3  0.0000000000000000  
22  1  0.0000000000000000  
22  2  0.0000000000000000  
22  3  0.0000000000000000  
23  1  0.0000000000000000  
23  2  0.0000000000000000  
23  3  0.0000000000000000  
24  1  0.0000000000000000  
24  2  0.0000000000000000  
24  3  0.0000000000000000  
25  1  0.0000000000000000  
25  2  0.0000000000000000  
25  3  0.0000000000000000  
26  1  0.0000000000000000  
26  2  0.0000000000000000  
26  3  0.0000000000000000  
27  1  0.0000000000000000  
27  2  0.0000000000000000  
27  3  0.0000000000000000  
28  1  0.0000000000000000  
28  2  0.0000000000000000  
28  3  0.0000000000000000  
29  1  0.0000000000000000  
29  2  0.0000000000000000  
29  3  0.0000000000000000  
30  1  0.0000000000000000  
30  2  0.0000000000000000  
30  3  0.0000000000000000  
31  1  0.0000000000000000  
31  2  0.0000000000000000  
31  3  0.0000000000000000  
32  1  0.0000000000000000  
32  2  0.0000000000000000  
32  3  0.0000000000000000  
33  1  0.0000000000000000  
33  2  0.0000000000000000  
33  3  0.0000000000000000  
34  1  0.0000000000000000  
34  2  0.0000000000000000  
34  3  0.0000000000000000  
35  1  0.0000000000000000  
35  2  0.0000000000000000  
35  3  0.0000000000000000  
36  1  0.0000000000000000  
36  2  0.0000000000000000  
36  3  0.0000000000000000  
37  1  0.0000000000000000  
37  2  0.0000000000000000  
37  3  0.0000000000000000  
38  1  0.0000000000000000  
38  2  0.0000000000000000  
38  3  0.0000000000000000  
39  1  0.0000000000000000  
39  2  0.0000000000000000  
39  3  0.0000000000000000  
40  1  0.0000000000000000  
40  2  0.0000000000000000  
40  3  0.0000000000000000  
41  1  0.0000000000000000  
41  2  0.0000000000000000  
41  3  0.0000000000000000  
42  1  0.0000000000000000  
42  2  0.0000000000000000  
42  3  0.0000000000000000  
43  1  0.0000000000000000  
43  2  0.0000000000000000  
43  3  0.0000000000000000  
44  1  0.0000000000000000  
44  2  0.0000000000000000  
44  3  0.0000000000000000  
45  1  0.0000000000000000  
45  2  0.0000000000000000  
45  3  0.0000000000000000  
46  1  0.0000000000000000  
46  2  0.0000000000000000  
46  3  0.0000000000000000  
47  1  0.0000000000000000  
47  2  0.0000000000000000  
47  3  0.0000000000000000  
48  1  0.0000000000000000  
48  2  0.0000000000000000  
48  3  0.0000000000000000  
49  1  0.0000000000000000  
49  2  0.0000000000000000  
49  3  0.0000000000000000  
50  1  0.0000000000000000  
50  2  0.0000000000000000  
50  3  0.0000000000000000  
51  1  0.0000000000000000  
51  2  0.0000000000000000  
51  3  0.0000000000000000  
52  1  0.0000000000000000  
52  2  0.0000000000000000  
52  3  0.0000000000000000  
53  1  0.0000000000000000  
53  2  0.0000000000000000  
53  3  0.0000000000000000  
54  1  0.0000000000000000  
54  2  0.0000000000000000  
54  3  0.0000000000000000  
55  1  0.0000000000000000  
55  2  0.0000000000000000  
55  3  0.0000000000000000  
56  1  0.0000000000000000  
56  2  0.0000000000000000  
56  3  0.0000000000000000  
57  1  0.0000000000000000  
57  2  0.0000000000000000  
57  3  0.0000000000000000  
58  1  0.0000000000000000  
58  2  0.0000000000000000  
58  3  0.0000000000000000  
59  1  0.0000000000000000  
59  2  0.0000000000000000  
59  3  0.0000000000000000  
60  1  0.0000000000000000  
60  2  0.0000000000000000  
60  3  0.0000000000000000  
61  1  0.0000000000000000  
61  2  0.0000000000000000  
61  3  0.0000000000000000  
62  1  0.0000000000000000  
62  2  0.0000000000000000  
62  3  0.0000000000000000  
63  1  0.0000000000000000  
63  2  0.0000000000000000  
63  3  0.0000000000000000  
64  1  0.0000000000000000  
64  2  0.0000000000000000  
64  3  0.0000000000000000  
65  1  0.0000000000000000  
65  2  0.0000000000000000  
65  3  0.0000000000000000  
66  1  0.0000000000000000  
66  2  0.0000000000000000  
66  3  0.0000000000000000  
67  1  0.0000000000000000  
67  2  0.0000000000000000  
67  3  0.0000000000000000  
68  1  0.0000000000000000  
68  2  0.0000000000000000  
68  3  0.0000000000000000  
69  1  0.0000000000000000  
69  2  0.0000000000000000  
69  3  0.0000000000000000  
70  1  0.0000000000000000  
70  2  0.0000000000000000  
70  3  0.0000000000000000  
71  1  0.0000000000000000  
71  2  0.0000000000000000  
71  3  0.0000000000000000  
72  1  0.0000000000000000  
72  2  0.0000000000000000  
72  3  0.0000000000000000  
73  1  0.0000000000000000  
73  2  0.0000000000000000  
73  3  0.0000000000000000  
74  1  0.0000000000000000  
74  2  0.0000000000000000  
74  3  0.0000000000000000  
75  1  0.0000000000000000  
75  2  0.0000000000000000  
75  3  0.0000000000000000  
76  1  0.0000000000000000  
76  2  0.0000000000000000  
76  3  0.0000000000000000  
77  1  0.0000000000000000  
77  2  0.0000000000000000  
77  3  0.0000000000000000  
78  1  0.0000000000000000  
78  2  0.0000000000000000  
78  3  0.0000000000000000  
79  1  0.0000000000000000  
79  2  0.0000000000000000  
79  3  0.0000000000000000  
80  1  0.0000000000000000  
80  2  0.0000000000000000  
80  3  0.0000000000000000  
81  1  0.0000000000000000  
81  2  0.0000000000000000  
81  3  0.0000000000000000  
82  1  0.0000000000000000  
82  2  0.0000000000000000  
82  3  0.0000000000000000  
83  1  0.0000000000000000  
83  2  0.0000000000000000  
83  3  0.0000000000000000  
84  1  0.0000000000000000  
84  2  0.0000000000000000  
84  3  0.0000000000000000  
85  1  0.0000000000000000  
85  2  0.0000000000000000  
85  3  0.0000000000000000  
86  1  0.0000000000000000  
86  2  0.0000000000000000  
86  3  0.0000000000000000  
87  1  0.0000000000000000  
87  2  0.0000000000000000  
87  3  0.0000000000000000  
88  1  0.0000000000000000  
88  2  0.0000000000000000  
88  3  0.0000000000000000  
89  1  0.0000000000000000  
89  2  0.0000000000000000  
89  3  0.0000000000000000  
90  1  0.0000000000000000  
90  2  0.0000000000000000  
90  3  0.0000000000000000  
91  1  0.0000000000000000  
91  2  0.0000000000000000  
91  3  0.0000000000000000  
92  1  0.0000000000000000  
92  2  0.0000000000000000  
92  3  0.0000000000000000  
93  1  0.0000000000000000  
93  2  0.0000000000000000  
93  3  0.0000000000000000  
94  1  0.0000000000000000  
94  2  0.0000000000000000  
94  3  0.0000000000000000  
95  1  0.0000000000000000  
95  2  0.0000000000000000  
95  3  0.0000000000000000  
96  1  0.0000000000000000  
96  2  0.0000000000000000  
96  3  0.0000000000000000  
97  1  0.0000000000000000  
97  2  0.0000000000000000  
97  3  0.0000000000000000  
98  1  0.0000000000000000  
98  2  0.0000000000000000  
98  3  0.0000000000000000  
99  1  0.0000000000000000  
99  2  0.0000000000000000  
99  3  0.0000000000000000  
100  1  0.0000000000000000  
100  2  0.0000000000000000  
100  3  0.0000000000000000  
101  1  0.0000000000000000  
101  2  0.0000000000000000  
101  3  0.0000000000000000  
102  1  0.0000000000000000  
102  2  0.0000000000000000  
102  3  0.0000000000000000  
103  1  0.0000000000000000  
103  2  0.0000000000000000  
103  3  0.0000000000000000  
104  1  0.0000000000000000  
104  2  0.0000000000000000  
104  3  0.0000000000000000  
105  1  0.0000000000000000  
105  2  0.0000000000000000  
105  3  0.0000000000000000  
106  1  0.0000000000000000  
106  2  0.0000000000000000  
106  3  0.0000000000000000  
107  1  0.0000000000000000  
107  2  0.0000000000000000  
107  3  0.0000000000000000  
108  1  0.0000000000000000  
108  2  0.0000000000000000  
108  3  0.0000000000000000  
109  1  0.0000000000000000  
109  2  0.0000000000000000  
109  3  0.0000000000000000  
110  1  0.0000000000000000  
110  2  0.0000000000000000  
110  3  0.0000000000000000  
111  1  0.0000000000000000  
111  2  0.0000000000000000  
111  3  0.0000000000000000  
112  1  0.0000000000000000  
112  2  0.0000000000000000  
112  3  0.0000000000000000  
113  1  0.0000000000000000  
113  2  0.0000000000000000  
113  3  0.0000000000000000  
114  1  0.0000000000000000  
114  2  0.0000000000000000  
114  3  0.0000000000000000  
115  1  0.0000000000000000  
115  2  0.0000000000000000  
115  3  0.0000000000000000  
116  1  0.0000000000000000  
116  2  0.0000000000000000  
116  3  0.0000000000000000  
117  1  0.0000000000000000  
117  2  0.0000000000000000  
117  3  0.0000000000000000  
118  1  0.0000000000000000  
118  2  0.0000000000000000  
118  3  0.0000000000000000  
119  1  0.0000000000000000  
119  2  0.0000000000000000  
119  3  0.0000000000000000  
120  1  0.0000000000000000  
120  2  0.0000000000000000  
120  3  0.0000000000000000  
121  1  0.0000000000000000  
121  2  0.0000000000000000  
121  3  0.0000000000000000  
122  1  0.0000000000000000  
122  2  0.0000000000000000  
122  3  0.0000000000000000  
123  1  0.0000000000000000  
123  2  0.0000000000000000  
123  3  0.0000000000000000  
124  1  0.0000000000000000  
124  2  0.0000000000000000  
124  3  0.0000000000000000  
125  1  0.0000000000000000  
125  2  0.0000000000000000  
125  3  0.0000000000000000  
126  1  0.0000000000000000  
126  2  0.0000000000000000  
126  3  0.0000000000000000  
127  1  0.0000000000000000  
127  2  0.0000000000000000  
127  3  0.0000000000000000  
128  1  0.0000000000000000  
128  2  0.0000000000000000  
128  3  0.0000000000000000  
129  1  0.0000000000000000  
129  2  0.0000000000000000  
129  3  0.0000000000000000  
130  1  0.0000000000000000  
130  2  0.0000000000000000  
130  3  0.0000000000000000  
131  1  0.0000000000000000  
131  2  0.0000000000000000  
131  3  0.0000000000000000  
132  1  0.0000000000000000  
132  2  0.0000000000000000  
132  3  0.0000000000000000  
133  1  0.0000000000000000  
133  2  0.0000000000000000  
133  3  0.0000000000000000  
134  1  0.0000000000000000  
134  2  0.0000000000000000  
134  3  0.0000000000000000  
135  1  0.0000000000000000  
135  2  0.0000000000000000  
135  3  0.0000000000000000  
136  1  0.0000000000000000  
136  2  0.0000000000000000  
136  3  0.0000000000000000  
137  1  0.0000000000000000  
137  2  0.0000000000000000  
137  3  0.0000000000000000  
138  1  0.0000000000000000  
138  2  0.0000000000000000  
138  3  0.0000000000000000  
139  1  0.0000000000000000  
139  2  0.0000000000000000  
139  3  0.0000000000000000  
140  1  0.0000000000000000  
140  2  0.0000000000000000  
140  3  0.0000000000000000  
141  1  0.0000000000000000  
141  2  0.0000000000000000  
141  3  0.0000000000000000  
142  1  0.0000000000000000  
142  2  0.0000000000000000  
142  3  0.0000000000000000  
143  1  0.0000000000000000  
143  2  0.0000000000000000  
143  3  0.0000000000000000  
144  1  0.0000000000000000  
144  2  0.0000000000000000  
144  3  0.0000000000000000  
145  1  0.0000000000000000  
145  2  0.0000000000000000  
145  3  0.0000000000000000  
146  1  0.0000000000000000  
146  2  0.0000000000000000  
146  3  0.0000000000000000  
147  1  0.0000000000000000  
147  2  0.0000000000000000  
147  3  0.0000000000000000  
148  1  0.0000000000000000  
148  2  0.0000000000000000  
148  3  0.0000000000000000  
149  1  0.0000000000000000  
149  2  0.0000000000000000  
149  3  0.0000000000000000  
150  1  0.0000000000000000  
150  2  0.0000000000000000  
150  3  0.0000000000000000  
151  1  0.0000000000000000  
151  2  0.0000000000000000  
151  3  0.0000000000000000  
152  1  0.0000000000000000  
152  2  0.0000000000000000  
152  3  0.0000000000000000  
153  1  0.0000000000000000  
153  2  0.0000000000000000  
153  3  0.0000000000000000  
154  1  0.0000000000000000  
154  2  0.0000000000000000  
154  3  0.0000000000000000  
155  1  0.0000000000000000  
155  2  0.0000000000000000  
155  3  0.0000000000000000  
156  1  0.0000000000000000  
156  2  0.0000000000000000  
156  3  0.0000000000000000  
157  1  0.0000000000000000  
157  2  0.0000000000000000  
157  3  0.0000000000000000  
158  1  0.0000000000000000  
158  2  0.0000000000000000  
158  3  0.0000000000000000  
159  1  0.0000000000000000  
159  2  0.0000000000000000  
159  3  0.0000000000000000  
160  1  0.0000000000000000  
160  2  0.0000000000000000  
160  3  0.0000000000000000  
161  1  0.0000000000000000  
161  2  0.0000000000000000  
161  3  0.0000000000000000  
162  1  0.0000000000000000  
162  2  0.0000000000000000  
162  3  0.0000000000000000  
163  1  0.0000000000000000  
163  2  0.0000000000000000  
163  3  0.0000000000000000  
164  1  0.0000000000000000  
164  2  0.0000000000000000  
164  3  0.0000000000000000  
165  1  0.0000000000000000  
165  2  0.0000000000000000  
165  3  0.0000000000000000  
166  1  0.0000000000000000  
166  2  0.0000000000000000  
166  3  0.0000000000000000  
167  1  0.0000000000000000  
167  2  0.0000000000000000  
167  3  0.0000000000000000  
168  1  0.0000000000000000  
168  2  0.0000000000000000  
168  3  0.0000000000000000  
169  1  0.0000000000000000  
169  2  0.0000000000000000  
169  3  0.0000000000000000  
170  1  0.0000000000000000  
170  2  0.0000000000000000  
170  3  0.0000000000000000  
171  1  0.0000000000000000  
171  2  0.0000000000000000  
171  3  0.0000000000000000  
172  1  0.0000000000000000  
172  2  0.0000000000000000  
172  3  0.0000000000000000  
173  1  0.0000000000000000  
173  2  0.0000000000000000  
173  3  0.0000000000000000  
174  1  0.0000000000000000  
174  2  0.0000000000000000  
174  3  0.0000000000000000  
175  1  0.0000000000000000  
175  2  0.0000000000000000  
175  3  0.0000000000000000  
176  1  0.0000000000000000  
176  2  0.0000000000000000  
176  3  0.0000000000000000  
177  1  0.0000000000000000  
177  2  0.0000000000000000  
177  3  0.0000000000000000  
178  1  0.0000000000000000  
178  2  0.0000000000000000  
178  3  0.0000000000000000  
179  1  0.0000000000000000  
179  2  0.0000000000000000  
179  3  0.0000000000000000  
180  1  0.0000000000000000  
180  2  0.0000000000000000  
180  3  0.0000000000000000  
181  1  0.0000000000000000  
181  2  0.0000000000000000  
181  3  0.0000000000000000  
182  1  0.0000000000000000  
182  2  0.0000000000000000  
182  3  0.0000000000000000  
183  1  0.0000000000000000  
183  2  0.0000000000000000  
183  3  0.0000000000000000  
184  1  0.0000000000000000  
184  2  0.0000000000000000  
184  3  0.0000000000000000  
185  1  0.0000000000000000  
185  2  0.0000000000000000  
185  3  0.0000000000000000  
186  1  0.0000000000000000  
186  2  0.0000000000000000  
186  3  0.0000000000000000  
187  1  0.0000000000000000  
187  2  0.0000000000000000  
187  3  0.0000000000000000  
188  1  0.0000000000000000  
188  2  0.0000000000000000  
188  3  0.0000000000000000  
189  1  0.0000000000000000  
189  2  0.0000000000000000  
189  3  0.0000000000000000  
190  1  0.0000000000000000  
190  2  0.0000000000000000  
190  3  0.0000000000000000  
191  1  0.0000000000000000  
191  2  0.0000000000000000  
191  3  0.0000000000000000  
192  1  0.0000000000000000  
192  2  0.0000000000000000  
192  3  0.0000000000000000  
193  1  0.0000000000000000  
193  2  0.0000000000000000  
193  3  0.0000000000000000  
194  1  0.0000000000000000  
194  2  0.0000000000000000  
194  3  0.0000000000000000  
195  1  0.0000000000000000  
195  2  0.0000000000000000  
195  3  0.0000000000000000  
196  1  0.0000000000000000  
196  2  0.0000000000000000  
196  3  0.0000000000000000  
197  1  0.0000000000000000  
